project_id,project_name,department,status,start_date,end_date,budget,actual_cost,project_manager_id,priority,region,budget_variance,is_over_budget,duration_days,budget_utilisation_pct,status_category,risk_level
PRJ0463,Tax Automation Platform Phase 2 #463,Engineering,In Progress,2023-11-15,,200000.0,152296.0,EMP0050,Low,Abu Dhabi,-47704.0,False,,76.14800000000001,Active,Low
PRJ0464,Risk Assessment Framework #464,HR,In Progress,2022-08-09,,500000.0,548279.0,EMP0224,Low,Dubai,48279.0,True,,109.6558,Active,High
PRJ0465,Asset Tracking System - Q2 #465,Digital,Completed,2024-12-10,2025-03-29,200000.0,215856.0,EMP0513,Critical,Abu Dhabi,15856.0,True,109.0,107.928,Closed,High
PRJ0466,Master Data Management Phase 2 #466,Procurement,Not Started,,,200000.0,0.0,EMP0919,High,Abu Dhabi,-200000.0,False,,0.0,Pending,Medium
PRJ0467,ERP Consolidation - Q2 #467,Legal,Completed,2022-09-07,2023-10-28,2000000.0,1767465.0,EMP0066,High,Dubai,-232535.0,False,416.0,88.37325,Closed,Medium
PRJ0468,Geo-spatial Intelligence #468,Finance,Completed,2023-04-27,2024-08-31,2000000.0,1832139.0,EMP0915,Medium,Abu Dhabi,-167861.0,False,492.0,91.60695,Closed,Medium
PRJ0469,Procurement Digitalisation - Q3 #469,Legal,In Progress,2023-10-27,,2000000.0,1698615.0,EMP0891,Medium,Abu Dhabi,-301385.0,False,,84.93075,Active,Low
PRJ0470,Customer Feedback Platform Phase 2 #470,Digital,Completed,2024-11-10,2025-06-30,350000.0,323683.0,EMP0390,High,Abu Dhabi,-26317.0,False,232.0,92.48085714285716,Closed,Medium
PRJ0471,Asset Tracking System Phase 3 #471,IT,Completed,2023-09-16,2024-09-24,80000.0,94446.0,EMP0965,High,Ajman,14446.0,True,374.0,118.0575,Closed,High
PRJ0472,Data Platform Modernisation #472,Engineering,In Progress,2023-09-21,,500000.0,491749.0,EMP0682,High,Abu Dhabi,-8251.0,False,,98.3498,Active,Medium
PRJ0473,Digital Payments Integration #473,HR,Not Started,,,0.0,0.0,EMP0008,Medium,Dubai,0.0,False,,,Pending,Low
PRJ0474,Compliance Monitoring - Q2 #474,Sustainability,Completed,2022-07-25,2023-02-15,350000.0,269716.0,EMP0603,Medium,Abu Dhabi,-80284.0,False,205.0,77.06171428571429,Closed,Low
PRJ0475,API Gateway Modernisation Phase 2 #475,Digital,On Hold,2023-08-16,,600000.0,140820.0,EMP0759,High,Dubai,-459180.0,False,,23.47,Pending,Medium
PRJ0476,Legacy System Decommission Phase 2 #476,Procurement,In Progress,2024-01-21,,2000000.0,2381747.0,EMP0832,Medium,Abu Dhabi,381747.0,True,,119.08735,Active,High
PRJ0477,Fleet Management System Phase 2 #477,IT,Completed,2022-08-05,2023-10-16,120000.0,85710.0,EMP0070,Low,Dubai,-34290.0,False,437.0,71.42500000000001,Closed,Low
PRJ0478,Predictive Healthcare Phase 3 #478,Marketing,In Progress,2024-02-12,,50000.0,56564.0,EMP0603,Medium,Abu Dhabi,6564.0,True,,113.128,Active,High
PRJ0479,Cloud Migration Phase 1 - Q2 #479,HR,In Progress,2022-12-05,,1200000.0,1010898.0,EMP0833,Low,Dubai,-189102.0,False,,84.2415,Active,Low
PRJ0480,Employee Wellness App - Q3 #480,Digital,In Progress,2024-01-14,,2000000.0,1953281.0,EMP0564,Low,Abu Dhabi,-46719.0,False,,97.66405,Active,Medium
PRJ0481,Workflow Automation Phase 3 #481,IT,Completed,2024-11-12,2026-03-05,1200000.0,995337.0,EMP0787,High,Dubai,-204663.0,False,478.0,82.94475,Closed,Medium
PRJ0482,Risk Assessment Framework Phase 2 #482,Procurement,Completed,2022-09-05,2023-09-30,1200000.0,846395.0,EMP0529,High,Abu Dhabi,-353605.0,False,390.0,70.53291666666667,Closed,Medium
PRJ0483,Sentiment Analysis Engine Phase 2 #483,Engineering,In Progress,2022-12-20,,120000.0,113518.0,EMP0656,Critical,Abu Dhabi,-6482.0,False,,94.59833333333331,Active,High
PRJ0484,Contract Lifecycle Management #484,Procurement,Completed,2023-11-01,2024-12-01,80000.0,78737.0,EMP0259,High,Abu Dhabi,-1263.0,False,396.0,98.42125,Closed,Medium
PRJ0485,Cloud Migration Phase 1 Phase 3 #485,Procurement,On Hold,2024-07-07,,150000.0,29409.0,EMP0349,Medium,Abu Dhabi,-120591.0,False,,19.606,Pending,Low
PRJ0486,Recommendation System - Q4 #486,Operations,In Progress,2024-03-16,,350000.0,261898.0,EMP0030,High,Abu Dhabi,-88102.0,False,,74.82799999999999,Active,Medium
PRJ0487,Knowledge Management Portal #487,IT,Not Started,,,500000.0,0.0,EMP0496,Low,Dubai,-500000.0,False,,0.0,Pending,Low
PRJ0488,Crisis Response System Phase 2 #488,Engineering,In Progress,2024-08-17,,2000000.0,2292796.0,EMP0850,Low,Dubai,292796.0,True,,114.6398,Active,High
PRJ0489,Identity Management Upgrade Phase 2 #489,IT,In Progress,2022-07-21,,120000.0,129112.0,EMP0445,High,Dubai,9112.0,True,,107.59333333333332,Active,High
PRJ0490,Supply Chain Automation Phase 2 #490,Engineering,Not Started,,,0.0,0.0,EMP0641,Medium,Dubai,0.0,False,,,Pending,Low
PRJ0491,Resource Scheduling Tool - Q4 #491,HR,Completed,2024-02-02,2025-03-09,2000000.0,1628837.0,EMP0261,High,Abu Dhabi,-371163.0,False,401.0,81.44185,Closed,Medium
PRJ0492,Supply Chain Automation Phase 2 #492,Engineering,In Progress,2023-09-11,,200000.0,230705.0,EMP0771,Low,Dubai,30705.0,True,,115.3525,Active,High
PRJ0493,Workflow Automation #493,Digital,In Progress,2022-11-30,,200000.0,224640.0,EMP0661,Critical,Sharjah,24640.0,True,,112.32,Active,High
PRJ0494,Data Platform Modernisation Phase 2 #494,Procurement,On Hold,2024-11-10,,0.0,0.0,EMP0102,Medium,Dubai,0.0,False,,,Pending,Low
PRJ0495,Predictive Healthcare #495,Marketing,Not Started,,,500000.0,0.0,EMP0464,Critical,Abu Dhabi,-500000.0,False,,0.0,Pending,High
PRJ0496,Resource Scheduling Tool #496,Marketing,On Hold,,,0.0,0.0,EMP0749,Medium,Abu Dhabi,0.0,False,,,Pending,Low
PRJ0497,Fleet Management System #497,Sales,On Hold,2024-02-24,,600000.0,195478.0,EMP0149,Low,Dubai,-404522.0,False,,32.57966666666667,Pending,Low
PRJ0498,Visual Analytics Suite #498,Data Science,Completed,2022-08-03,2022-12-07,120000.0,75013.0,EMP0731,High,Abu Dhabi,-44987.0,False,126.0,62.51083333333334,Closed,Medium
PRJ0499,Recommendation System - Q3 #499,Operations,In Progress,2023-03-15,,50000.0,38808.0,EMP0212,Medium,Abu Dhabi,-11192.0,False,,77.616,Active,Low
PRJ0500,Data Lake Implementation Phase 2 #500,Digital,Completed,2023-09-10,2024-12-10,2000000.0,1324355.0,EMP0914,High,Abu Dhabi,-675645.0,False,457.0,66.21775,Closed,Medium
